experiment,time,base_x,base_y,base_yaw,base_vx,base_vy,base_yaw_rate,payload_x,payload_y,payload_z,payload_rel_x,payload_rel_y,payload_rel_z,x_des,y_des,yaw_des,tracking_error,yaw_error,ctrl_x,ctrl_y,ctrl_yaw
free_payload,0.0,3.240935149003055e-06,-1.1967609229784818e-08,3.34684450378484e-07,0.0016204675745015275,-5.983804614892409e-06,0.000167342225189242,0.12,0.05,0.75,0.12,0.05,0.6,0.0,0.0,0.0,3.2409572449685494e-06,-3.3468445037598826e-07,52.5,0.0,0.0
free_payload,0.002,9.718915806210129e-06,-3.5995989386162056e-08,1.005410536853708e-06,0.0032389903286035365,-1.2014190078188617e-05,0.00033536304323761204,0.12000311747678069,0.05000002726100615,0.7510861217461191,0.11999987654163169,0.05000003922861538,0.6010861217461191,0.003,0.0,0.0,0.002990281084410444,-1.0054105370471689e-06,52.54817020216223,0.00020985202784427675,-0.0010124204623948516
free_payload,0.004,1.9431425246777676e-05,-7.215436664241729e-08,2.0132034190173966e-06,0.0048562547202837736,-1.807918862812762e-05,0.0005038964410818442,0.12000937027640472,0.050000082039595314,0.7530222905899331,0.11999965136059851,0.0500001180355847,0.6030222905899331,0.006,0.0,0.0,0.005980568575188487,-2.013203419082288e-06,52.59629517644565,0.00042175651236511726,-0.0020373135228518515
free_payload,0.006,3.237703373366446e-05,-1.2049289850608084e-07,3.358824080294504e-06,0.0064728042434433935,-2.4169265931831777e-05,0.0006728103306385538,0.12001877310930306,0.050000164538250784,0.7556125023809503,0.11999934168405628,0.050000236692617425,0.6056125023809503,0.009000000000000001,0.0,0.0,0.008967622967075832,-3.3588240802018277e-06,52.64435098490643,0.0006352970048169513,-0.0030737087319681225
free_payload,0.008,4.855517164013398e-05,-1.8104654736016684e-07,5.042823158159126e-06,0.00808906895323476,-3.0276824427042997e-05,0.0008419995389323111,0.12003133819652835,0.0500002749163604,0.7586945573549335,0.11999896116279468,0.05000039540925891,0.6086945573549335,0.012,0.0,0.0,0.011951444829731159,-5.042823158163401e-06,52.6923186552988,0.000850141559061825,-0.004120832585836369
free_payload,0.01,6.796594926125434e-05,-2.538381670776784e-07,7.065583691376735e-06,0.009705388810560175,-3.6395809858755774e-05,0.0010113802666088046,0.12004707578254709,0.050000413298969884,0.7621347412563634,0.11999852061090695,0.05000059434551724,0.6121347412563634,0.015,0.0,0.0,0.014932034052896314,-7.065583691456823e-06,52.74018315562938,0.0010660254841041107,-0.005178067812547951
free_payload,0.012,9.061001361300664e-05,-3.388809645975876e-07,9.427355088731864e-06,0.01132203217587615,-4.25213987599546e-05,0.0011808856986775648,0.12006599454251242,0.05000057978375786,0.7658233126643251,0.11999802859325116,0.05000083362192494,0.6158233126643251,0.018000000000000002,0.0,0.0,0.01790938998959314,-9.42735508857595e-06,52.78793258340625,0.0012827376809041709,-0.006244921191939248
free_payload,0.014,0.00011648843458845958,-4.3618046379409833e-07,1.2128280131546149e-05,0.012939210487726473,-4.864974959825537e-05,0.0013504625214071425,0.12008810190594484,0.05000077444659844,0.7696706763407857,0.11999749189233183,0.05000111332756303,0.6196706763407857,0.021,0.0,0.0,0.02088351156996665,-1.2128280131751268e-05,52.835557523367875,0.0015001097903593267,-0.007320998069279787
free_payload,0.016,0.00014560261445372308,-5.457360721397409e-07,1.5168416438918324e-05,0.01455708993263175,-5.477780417282126e-05,0.0015200681536860878,0.12011340431406654,0.050000997345999096,0.7736041401978334,0.11999691587947808,0.05000143352646289,0.6236041401978334,0.024,0.0,0.0,0.0238543973917889,-1.5168416438893217e-05,52.88305053771898,0.0017180075521717314,-0.008405982131736637
free_payload,0.018000000000000002,0.0001779542159255678,-6.675423297858096e-07,1.8547753525410878e-05,0.016175800735922355,-6.090312882303436e-05,0.0016896685432462772,0.12014190742438839,0.050001248526641014,0.7775651686378934,0.11999630480993467,0.05000179426271315,0.6275651686378934,0.027000000000000003,0.0,0.0,0.026822045792381274,-1.8547753525499644e-05,52.930405760852004,0.001936323908573635,-0.009499619333088858
free_payload,0.020000000000000004,0.00021495442253189465,-7.891486857101329e-07,2.1921592238641245e-05,0.01850010330316343,-6.080317796216168e-05,0.0016869193566151827,0.12017361627330221,0.0500015280222017,0.781507057943725,0.11999566205737665,0.05000219556453149,0.631507057943725,0.030000000000000006,0.0,0.0,0.029785045587922276,-2.1921592238793863e-05,52.97761857668532,0.0021549734903487058,-0.010601705097615155
free_payload,0.022000000000000006,0.00025660478884532507,-9.105550909166331e-07,2.528990345629609e-05,0.02082518315671522,-6.070320260325007e-05,0.0016841556088274224,0.12020532512221603,0.05000180751776239,0.7854097072495566,0.11999037069968414,0.0500025966664481,0.6354097072495566,0.03300000000000001,0.0,0.0,0.03274339522381542,-2.5289903456293672e-05,52.99997297960067,0.002155731432675513,-0.010669555945660943
free_payload,0.024000000000000007,0.00030290685262340876,-1.0317614971032667e-06,2.8652658163474373e-05,0.023151031889041843,-6.060320309331679e-05,0.0016813773535891416,0.12023703397112985,0.05000208701332308,0.7892731165553882,0.11998042918228452,0.050002997568414,0.6392731165553882,0.03600000000000001,0.0,0.0,0.035697093162287225,-2.8652658163430544e-05,53.022137421905384,0.0021564815192958347,-0.010737181239371877
free_payload,0.02600000000000001,0.00035386213483121085,-1.152767856661046e-06,3.2009827452843655e-05,0.025477641103901032,-6.0503179778889624e-05,0.00167858464468464,0.12026874282004367,0.05000236650888377,0.7930972858612199,0.11996583596742026,0.05000339827038087,0.6430972858612198,0.039000000000000014,0.0,0.0,0.03864613788236164,-3.2009827452661455e-05,53.04411214404172,0.002157223760664702,-0.010804580575620613
free_payload,0.02800000000000001,0.00040947213966391403,-1.2735741226730593e-06,3.536138252479496e-05,0.027805002416351605,-6.040313300600666e-05,0.0016757775359756506,0.12030045166895749,0.050002646004444457,0.7968822151670515,0.11994658953412628,0.05000379877230112,0.6468822151670515,0.042000000000000016,0.0,0.0,0.04159052787983563,-3.5361382524801144e-05,53.06589738664437,0.0021579581672442733,-0.010871753554424376
free_payload,0.030000000000000013,0.00046973835456943575,-1.3941802489134912e-06,3.8707294687596184e-05,0.030133107452760866,-6.0303063120215985e-05,0.0016729560814006132,0.12033216051787131,0.050002925500005145,0.800627904472883,0.1199226883782074,0.05000419907412782,0.650627904472883,0.04500000000000002,0.0,0.0,0.0445302616672555,-3.870729468768985e-05,53.08749339053946,0.0021586847495037903,-0.010938699778973932
free_payload,0.032000000000000015,0.0005346622502710597,-1.514586189846642e-06,4.2047535357544095e-05,0.032461947850811974,-6.020297046657546e-05,0.001670120334973955,0.12036386936678513,0.050003204995565834,0.8043343537787145,0.11989413101221569,0.05000459917581475,0.6543343537787145,0.04800000000000002,0.0,0.0,0.04746533777389366,-4.204753535752559e-05,53.108900396743444,0.0021594035179195313,-0.011005418855595925
free_payload,0.034000000000000016,0.0006042452807900823,-1.6347919006259468e-06,4.538207605911483e-05,0.03479151525951126,-6.010285538965241e-05,0.0016672703507853665,0.12039557821569895,0.05000348449112652,0.8080015630845461,0.11986091596542789,0.05000499907731637,0.658001563084546,0.051000000000000024,0.0,0.0,0.05039575474572552,-4.538207605930822e-05,53.130118646462094,0.0021601144829747733,-0.011071910393781869
free_payload,0.03600000000000002,0.0006784888834684733,-1.7547973370929935e-06,4.871088842511298e-05,0.0371218013391955,-6.00027182335234e-05,0.0016644061829990744,0.12042728706461277,0.05000376398668721,0.8116295323903776,0.11982304178382268,0.05000539877858784,0.6616295323903776,0.05400000000000003,0.0,0.0,0.05332151114540652,-4.8710888425063104e-05,53.151148381089456,0.0021608176551597426,-0.011138174006194905
