time,base_x,base_y,base_yaw,base_vx,base_vy,base_yaw_rate,payload_x,payload_y,payload_z,payload_rel_x,payload_rel_y,payload_rel_z,x_des,y_des,yaw_des,tracking_error,yaw_error,ctrl_x,ctrl_y,ctrl_yaw
0.8080000000000006,0.037017127210871796,-2.6746639644228847e-06,0.00041276501830013197,0.10684247256007987,-7.386801026099035e-06,0.0012353600724176515,0.15022319540974272,0.05004404528346422,0.8548876485921867,0.11341975314399108,0.05004670517382659,0.7048876485921867,0.20200000000000015,0.0,0.0,0.16498287281080887,-0.0004127650183001208,9.15615578472977,0.00020828362833168754,-0.017657862514527875
0.8100000000000006,0.03723154951863049,-2.6894461886793707e-06,0.00041523960080218385,0.10721115387934711,-7.3911121282430665e-06,0.0012372912510259428,0.15043655710434517,0.050044310627594686,0.8548876489867755,0.11341942989347337,0.05004698529155911,0.7048876489867755,0.20250000000000015,0.0,0.0,0.16526845050325262,-0.00041523960080214195,9.164619604789817,0.00020900149071221826,-0.01773128589200893
0.8120000000000006,0.037446709822330795,-2.7042368153124888e-06,0.0004177180228351493,0.10758015185015316,-7.395313316558992e-06,0.0012392110164827284,0.15065065579394957,0.05004457640102868,0.8548876493544103,0.11341910627531908,0.05004726584721736,0.7048876493544103,0.20300000000000015,0.0,0.0,0.1655532901997556,-0.00041771802283507853,9.17304642510947,0.00020971842402948848,-0.017804737526209206
0.8140000000000006,0.037662608752174705,-2.7190356241806766e-06,0.0004202002615141588,0.10794946492195333,-7.39940443409388e-06,0.0012411193395047441,0.15086549211382946,0.05004484260139532,0.8548876496969364,0.11341878229149867,0.05004754683821063,0.7048876496969364,0.20350000000000015,0.0,0.0,0.16583739127011585,-0.00042020026151412537,9.181436235793283,0.0002104344164877699,-0.017878216669773333
0.8160000000000006,0.03787924693526257,-2.7338423948318095e-06,0.00042268629389611033,0.10831909154393056,-7.403385325566375e-06,0.0012430161909757595,0.15108106669616095,0.050045109226317386,0.8548876500160729,0.11341845794398625,0.05004782826194157,0.7048876500160729,0.20400000000000015,0.0,0.0,0.16612075308723295,-0.00042268629389630163,9.189789027088706,0.000211149456297257,-0.017951722574881597
0.8180000000000006,0.03809662499559257,-2.748656906506545e-06,0.0004251760969800038,0.10868903016500123,-7.407255837367716e-06,0.0012449015419467497,0.15129738017002206,0.05004537627341139,0.854887650313421,0.1134181332347595,0.050048110115806226,0.7048876503134209,0.20450000000000015,0.0,0.0,0.16640337502710878,-0.0004251760969800067,9.198104789386026,0.00021186353167422793,-0.0180252544932621
0.8200000000000006,0.03831474355406021,-2.7634789381416704e-06,0.00042766964770727593,0.10905927923382099,-7.4110158175626645e-06,0.001246775363636069,0.15151443316139224,0.05004564374028761,0.8548876505904722,0.11341780816579966,0.050048392397194115,0.7048876505904722,0.20500000000000015,0.0,0.0,0.16668525646884785,-0.0004276696477072406,9.206383513218325,0.0002125766308412071,-0.018098811676180666
0.8220000000000006,0.038533603228457794,-2.778308268373451e-06,0.00043016692296213516,0.10942983719879064,-7.414665115890171e-06,0.0012486376274296108,0.15173222629315164,0.05004591162455009,0.8548876508486162,0.11341748273909143,0.05004867510348823,0.7048876508486162,0.20550000000000015,0.0,0.0,0.16696639679465777,-0.00043016692296227177,9.214625189261447,0.00021328874202712714,-0.018172393374497428
0.8240000000000006,0.03875320463347392,-2.79314467554098e-06,0.0004326678995718971,0.109800702508062,-7.418203583764507e-06,0.0012504883048809732,0.1519507601850807,0.05004617992379671,0.8548876510891472,0.1134171569566229,0.05004895823206508,0.7048876510891472,0.20600000000000016,0.0,0.0,0.16724679538985002,-0.0004326678995720812,9.222829808333918,0.00021399985346748734,-0.01824599883863446
0.8260000000000006,0.03897354838069301,-2.8079879376895312e-06,0.0004351725543073203,0.11017187360954372,-7.421631074275673e-06,0.0012523273677116234,0.15217003545385954,0.05004644863561921,0.854887651313271,0.11341683082038562,0.050049241780294754,0.704887651313271,0.20650000000000016,0.0,0.0,0.16752645164284014,-0.00043517255430725044,9.230997361396936,0.00021470995340451817,-0.01831962731858787
