experiment,time,base_x,base_y,base_yaw,base_vx,base_vy,base_yaw_rate,payload_x,payload_y,payload_z,payload_rel_x,payload_rel_y,payload_rel_z,payload_disp_x,payload_disp_y,payload_disp_z,x_des,y_des,yaw_des,tracking_error,lateral_error,yaw_error,ctrl_x,ctrl_y,ctrl_yaw
fixed_payload,0.7380000000000005,0.09900045971649572,0.04638283748870864,0.27163344095621184,0.2695354561934477,0.13295995066325755,0.5508045265835237,0.200734659105796,0.12636763834301168,0.8549999999999999,0.10227327030168716,0.08025072075562956,0.7049999999999998,-0.017726729698312835,0.030250720755629554,-1.1102230246251565e-16,0.4428000000000003,0.24646916613387368,0.45790206522373883,0.39778469403667366,0.20008632864516504,0.1862686242675271,23.643404591518976,12.722212316085859,0.1559146783529668
fixed_payload,0.7400000000000005,0.09954097533468827,0.046649549786064316,0.27273494000690246,0.2702578090962726,0.13335614867783793,0.5507495253453203,0.20118526305908174,0.12674617468818677,0.855,0.10218480334258602,0.08036333719947814,0.705,-0.017815196657413976,0.030363337199478133,0.0,0.44400000000000034,0.2470602680991594,0.4574937492399074,0.39851784864438483,0.2004107183130951,0.18475880923300503,23.64124294315199,12.709066471671893,0.11501906386792093
fixed_payload,0.7420000000000005,0.10008293497923355,0.0469170541813679,0.27383631223590543,0.27097982227264217,0.1337521976517915,0.5506861145014857,0.2016371965651262,0.12712539467423853,0.855,0.10209622123043792,0.08047584488817422,0.705,-0.017903778769562076,0.030475844888174217,0.0,0.4452000000000003,0.2476507604677932,0.4570842908563193,0.3992490568655523,0.20073370628642528,0.18324797862041375,23.63904254491638,12.695851149268407,0.07414773445323686
fixed_payload,0.7440000000000005,0.10062633796637718,0.0471853503700032,0.27493754083809074,0.2717014935718145,0.13414809431765132,0.5506143010926692,0.20209046044451218,0.12750529618012688,0.855,0.10200752546527862,0.08058824199875897,0.705,-0.017992474534721373,0.030588241998758967,0.0,0.4464000000000003,0.24824064178279373,0.4566736899391663,0.39997831886394086,0.20105529141279052,0.18173614910107538,23.63680349618436,12.68256644899218,0.03330107146879513
fixed_payload,0.7460000000000006,0.1011711836080814,0.04745443804081716,0.2760386090225568,0.2724228208521107,0.1345438354069786,0.5505340922330049,0.20254505552002106,0.1278858770858838,0.855,0.10191871755364387,0.0807005267158806,0.705,-0.018081282446356123,0.030700526715880597,0.0,0.44760000000000033,0.2488299105886876,0.45626194635665906,0.400705634812619,0.20137547254787042,0.18022333733410223,23.634525896163304,12.66921247134098,-0.00752054440672012
fixed_payload,0.7480000000000006,0.10171747121204333,0.04772431687611803,0.2771395000127767,0.27314380198096627,0.1349394176504371,0.5504454951099647,0.2030009826166122,0.12826713527263967,0.855,0.1018297990085308,0.08081269723182251,0.705,-0.018170200991469196,0.030812697231822506,0.0,0.4488000000000003,0.2494185654315125,0.45584905997904873,0.40143100489395217,0.20169424855539447,0.17870955996627202,23.632209843893285,12.65578931719109,-0.0483167331778489
fixed_payload,0.7500000000000006,0.10226520008171329,0.047994986551673766,0.27824019704674513,0.2738644348349814,0.13533483777786787,0.5503485169842106,0.20345824256140194,0.12864906862264813,0.8549999999999999,0.1017407713493586,0.0809247517465301,0.7049999999999998,-0.01825922865064139,0.030924751746530102,-1.1102230246251565e-16,0.4500000000000003,0.2500066048588212,0.4554350306786472,0.40215442929959594,0.20201161830714742,0.17719483363190225,23.62985543824467,12.642297087794827,-0.08908711553447723
fixed_payload,0.7520000000000006,0.10281436951631323,0.048266446736710496,0.27934068337712403,0.2745847172999712,0.13573009251836402,0.5502431651894465,0.20391683618364223,0.12903167501931181,0.855,0.10165163610192894,0.08103668846763805,0.705,-0.018348363898071055,0.031036688467638046,0.0,0.4512000000000003,0.2505940274196848,0.45501985832984804,0.4028759082304893,0.2023275806829743,0.175679174952724,23.627462777915696,12.628735884778038,-0.12983131285387017
fixed_payload,0.7540000000000006,0.10336497881085525,0.04853869709391119,0.28044094227138855,0.27530464727101484,0.13612517860034562,0.5501294471322703,0.20437676431469926,0.1294149523472069,0.855,0.10156239479838602,0.08114850561049641,0.705,-0.01843760520161397,0.03114850561049641,0.0,0.4524000000000003,0.2511808316646965,0.4546035428091478,0.403595441896847,0.20264213457078534,0.174162600537759,23.625031961430054,12.615105810137617,-0.17054894720265068
fixed_payload,0.7560000000000006,0.10391702725616027,0.04881173727941446,0.2815409570119726,0.2760242226525045,0.136520092751635,0.5500073702920253,0.2048380277880319,0.12979889849210807,0.8550000000000001,0.10147304897717664,0.08126020139819688,0.7050000000000001,-0.018526951022823354,0.03126020139819688,1.1102230246251565e-16,0.45360000000000034,0.2517670161459753,0.4541860839951664,0.4043130305181527,0.20295527886656084,0.1726451269831939,23.62256308713456,12.601406966238956,-0.21123964133894813
